Hash,Merge timestamp,Has conflict?,Chunks,TODO,FIXME,HACK,XXX,DONE,UNDONE,ASAP,REMOVE,NOTE,BUG,ISSUE,ERROR,BRKEN,GLITCH,REVIEW,WTF,FUTURE
9415a232b0f799a33f1c4886c31d46ce2c7848e1,2014-03-09 23:04:36 +0000,YES,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31f41822e003333116590b98ad799d087af34eba,2014-03-05 23:10:44 +0000,YES,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199a92d9cb1907c0bb4333afeee039f5a97188e7,2014-01-26 16:11:02 +0000,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65dcb171170bd79dc5645526e997e0293a9ac78f,2013-10-20 10:09:39 +0100,YES,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119b0ea430552dc1a29c5d5af958d77ff227ed0c,2013-10-11 20:56:15 +0100,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9466a9753b13567b499d29a03f9617a015ddb5f0,2013-10-10 16:37:35 +0100,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6bd62538af6f05b99b832c9d7cf6d6de7fa7d52f,2013-09-27 17:22:55 +0100,YES,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70824a247f522ce25148c91c3bfa26a4e5e06009,2013-09-14 19:15:04 +0100,YES,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3fab1f708a3b0f4b30add69f8235edef2a82d56b,2013-09-14 14:37:52 +0100,YES,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5bae29a0db27575930393e4eb1063f374cbbc112,2013-09-05 12:40:43 +0100,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4cc3a11cda184bab5edbe67ab3c01eed788b7687,2013-08-20 10:11:09 +0100,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06b5ab86fb4af8336b2efd5da0c32eafcd3d9f41,2013-06-11 11:56:01 +0100,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b3775feba055c36ad31f370d3da7380c7b40e746,2013-06-09 21:41:07 +0100,YES,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611e6a49efb267a12f6a1b238eeb9a4212ef65a2,2013-05-30 22:23:18 +0100,YES,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
091790a525dd24b1b7dcf7f75bd218be00f0b873,2013-05-29 18:26:10 -0400,YES,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
077c602d610d28c1fd88a4694168ff6c60648f1b,2013-05-29 08:26:57 +0100,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e60fa79baec5d123be17cf2f5344ab8a11d330de,2013-05-28 17:41:28 -0500,YES,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d2ca06c0061d79c230c55223b35953d7e38063aa,2013-05-27 13:31:29 -0400,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590a424ef0680d61fa0626978f775372849b559,2013-05-26 19:44:34 +0100,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05ca58951bf6be4e71a09340d81f40f43a862e94,2013-05-25 11:55:23 -0500,YES,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a758db1c5f071ef9397c9740fc63e15c30cd13f1,2013-05-24 04:13:32 +0000,YES,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7f7363c7fcbaba669d2a16109b19576d17e98c3e,2013-05-14 10:11:08 -0500,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c49dc73385e64b16816a1ae831d0c672f241f573,2013-05-13 14:19:28 -0500,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
