Hash,Merge timestamp,Has conflict?,Chunks,TODO,FIXME,HACK,XXX,DONE,UNDONE,ASAP,REMOVE,NOTE,BUG,ISSUE,ERROR,BRKEN,GLITCH,REVIEW,WTF,FUTURE
ffab0469af912f402d675b82f3563e1ab18a1f2d,2013-09-15 21:07:34 -0400,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a7fb5c148fc7d99a0d724fb914b063b0ea29418f,2013-09-13 12:36:02 +0200,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b423d4ab89951f8db19a8988c34fc31d10df885f,2013-09-11 19:29:43 +0200,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e1ae8ce95a01034902204e2274f3e38ae9a380a5,2013-06-17 18:48:42 +0100,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b9826b741518c20197ba7870d100d9e04be4d35c,2013-06-07 15:22:42 +0200,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501eb16ea8fbe820d08692b5baf7d47b0e371f91,2013-06-06 13:48:20 -0700,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
082dd16a90a8c8871df0a39bf62e3c04f6b776f9,2013-06-02 23:51:23 +0200,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3d959269f4266f8a7fd44c7ee012227e119c29e1,2013-05-30 20:17:37 +0100,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5018aae0c08aea6550e239d09515b42c503742db,2013-05-28 10:31:42 +0200,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bcf5754a07f799dd20863e1853f1a4bb312c7f2f,2013-05-20 23:47:11 +0200,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0ce56c15161068bf87d34e68edd11c8b00efe5b6,2013-05-18 22:17:45 +0200,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ec4dfd31c0e3443399e459dd7bc5fc4e78b0261b,2013-05-17 06:57:24 +0200,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0b91847439918e97ecd2d01e758ab0a0df159986,2013-05-11 21:23:37 +0200,YES,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6dfe33e5a8e1f421084e0610835c98f4b94b2ab4,2013-04-25 22:24:06 +0200,YES,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5ff7c3ff9cc4651fd5d6710adce21c78b0d4a2aa,2013-04-01 22:22:57 +0100,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29e3b54290cc97e34363a270649e9d1e5ac03c0b,2013-03-24 23:36:33 +0100,YES,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270a6ef362d3372f6c7565a06223822ccf4d0e71,2013-03-23 23:12:02 +0100,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34d201a8d119adb078083e2307c258acad734081,2013-03-23 18:11:34 -0300,YES,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
431dca9086b077b0242eb09eb0431c1d22fcaa4a,2013-03-21 15:24:28 +0100,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1af15b15241ee386ace2e767bd6adfee8e2f4a04,2013-03-05 22:59:17 +0100,YES,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a80f673e4ef201cd0dfffd6f0db29e2c18d84ae6,2013-03-05 13:37:51 +0100,YES,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58ad9db626f2320161169ec1874a0fcf98a5340a,2013-03-04 16:04:31 +0100,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3a335f14f221d33b8173cd5399c7a7afe9d7d688,2013-02-19 17:18:04 +0100,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9923a4f2c8dba5a8a946658d43b6774a4269e746,2013-02-17 13:40:42 -0700,YES,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87a46ad9a3f62ab749ad7cf0974546dfa23140d0,2013-02-16 15:51:31 +0100,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3b489d4be024ff259ed21ddd6ca98f6cf5e52396,2013-02-15 21:33:31 -0700,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5088822a83d17aff9bffdbd70df897e866e19370,2013-02-12 19:34:43 +0100,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feb5ab42a622a4d585eebb5a2f36682b71c9692c,2013-02-03 19:33:48 +0100,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
db1e7d8315b8b438b30d5b6522b564154be1c125,2013-02-01 12:16:07 +0100,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35970ca2ec5c501217bbbf2f50b897c454260751,2013-01-11 18:41:56 +0100,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e4b9f6a15abc48376f76dd6aef44235d5e9931c2,2013-01-10 21:00:25 -0200,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32b71d99fa191ac5be1857e595178211211a0013,2013-01-10 02:47:55 +0100,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c2848bdc2227c8c348e85f3811fc3b4c4dbc7b34,2013-01-05 23:39:49 +0100,YES,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ae3414c07159ef1b058247bec72c68698fa5206,2013-01-05 23:27:52 +0100,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f17f1fa2c1e1ba5b5284970c04582ec70acc93ae,2013-01-05 22:52:04 +0100,YES,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46de726c9beadad7e9241529cc1879e5b3d1ae3e,2013-01-05 17:27:12 +0100,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c5769e18b8f6aac17343f2b154366037ee63cd06,2013-01-04 21:05:14 -0800,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e2568bc8ae60e5f9137e8ec0c9d2f2bc5ae61a2b,2013-01-04 14:51:22 +0100,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5ca7627d6d84a8a6245cd3a4b872874a696905e5,2012-12-18 00:40:21 -0200,YES,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4503d2b7bd2de69057c34521a7126102fa124762,2012-12-06 13:21:48 -0200,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aeb4c979d62ce9ce714df5c9912afd182b13ab98,2012-11-27 01:38:59 +0100,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e039cfc6cb91fe87e35be371ebf65666ed7c250f,2012-10-17 11:38:42 +0900,YES,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233c468b9c6c249dd3486215f3165462e5d2788e,2012-10-09 01:31:46 +0200,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ee9e8b65b5d2a5d558eaacfa92bc1c684917088,2012-09-14 18:48:15 +0200,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97f6eae612d63212517f8d72caaf1a7cca29bad8,2012-08-14 20:03:24 +1000,YES,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423e5cefb7a7b469e1770aee50abcc28e3fc5b00,2012-08-11 10:24:08 +1000,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
