Hash,Merge timestamp,Has conflict?,Chunks,TODO,FIXME,HACK,XXX,DONE,UNDONE,ASAP,REMOVE,NOTE,BUG,ISSUE,ERROR,BRKEN,GLITCH,REVIEW,WTF,FUTURE
1ee467f81470cb35ea9f6fc79819be7d80545f5d,2013-03-21 17:07:54 -0700,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d1fa37b22394a612e7a753f41f74fbbf3e339cd5,2013-01-24 16:15:36 -0500,YES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
